filename,num_actual_colors,color1_r,color1_g,color1_b,ratio1,color2_r,color2_g,color2_b,ratio2,color3_r,color3_g,color3_b,ratio3,color4_r,color4_g,color4_b,ratio4,color5_r,color5_g,color5_b,ratio5
image_67.jpg,5,224,224,224,0.5710222222222222,0,0,0,0.21555555555555556,1.0,109.0,252.0,0.16475555555555554,177.0,178.0,179.0,0.024844444444444443,131.0,130.0,131.0,0.012666666666666666
image_68.jpg,5,232,57,41,0.44786666666666664,222,227,211,0.39764444444444447,46.0,76.0,71.0,0.09755555555555555,176.0,75.0,61.0,0.03128888888888889,245.0,182.0,164.0,0.013377777777777778
image_69.jpg,5,34,51,105,0.30435555555555555,235,203,204,0.13146666666666668,51.0,171.0,163.0,0.12555555555555556,205.0,66.0,100.0,0.09337777777777778,238.0,220.0,124.0,0.06897777777777778
image_7.jpg,5,2,1,2,0.3776,249,183,215,0.20955555555555555,157.0,115.0,136.0,0.12662222222222222,246.0,82.0,26.0,0.11586666666666667,97.0,206.0,152.0,0.041555555555555554
image_70.jpg,5,58,29,44,0.3627111111111111,231,64,85,0.3264,247.0,238.0,244.0,0.1628888888888889,94.0,156.0,204.0,0.08715555555555556,187.0,96.0,130.0,0.026533333333333332
image_71.jpg,5,253,244,246,0.7574222222222222,100,245,171,0.09626666666666667,166.0,237.0,204.0,0.033022222222222224,237.0,85.0,199.0,0.031955555555555556,246.0,197.0,236.0,0.028355555555555554
image_72.jpg,5,231,231,233,0.5140444444444444,34,65,223,0.22888888888888886,55.0,53.0,52.0,0.14226666666666665,202.0,194.0,182.0,0.029733333333333334,120.0,114.0,105.0,0.024533333333333334
image_73.jpg,5,79,1,144,0.7537777777777779,3,228,4,0.12115555555555556,46.0,38.0,96.0,0.04226666666666667,79.0,117.0,119.0,0.023466666666666667,43.0,182.0,62.0,0.023066666666666666
image_74.jpg,5,13,11,10,0.3464888888888889,244,1,21,0.3075111111111111,250.0,217.0,98.0,0.2126222222222222,20.0,123.0,172.0,0.05684444444444445,106.0,88.0,82.0,0.024266666666666666
image_75.jpg,5,246,223,189,0.4635111111111111,18,108,166,0.1559111111111111,249.0,212.0,8.0,0.11306666666666666,241.0,162.0,94.0,0.064,208.0,35.0,72.0,0.10195555555555555
image_76.jpg,5,243,38,147,0.342,10,237,87,0.22706666666666667,240.0,241.0,11.0,0.1580888888888889,12.0,16.0,226.0,0.06355555555555556,170.0,52.0,112.0,0.04284444444444444
image_77.jpg,5,210,219,230,0.6021333333333333,12,67,158,0.12617777777777778,118.0,152.0,199.0,0.06035555555555556,75.0,112.0,164.0,0.045288888888888885,195.0,155.0,99.0,0.039822222222222224
